Customer ID,Product ID,Product Category,Purchase Amount,Purchase Date
C1863,P123,Category_7,326.88,2023-01-29
C4569,P013,Category_1,49.76,2023-01-27
C1848,P246,Category_2,474.19,2023-01-22
C0346,P113,Category_8,132.99,2023-04-30
C1251,P489,Category_5,171.92,2023-03-12
C4101,P164,Category_4,204.12,2023-06-15
C3175,P388,Category_3,30.36,2023-11-21
C3243,P010,Category_10,250.78,2023-09-19
C2373,P253,Category_2,66.04,2023-01-13
C3400,P282,Category_1,203.48,2023-02-04
C0329,P103,Category_9,178.6,2023-10-29
C0295,P107,Category_10,387.56,2023-04-28
C4774,P252,Category_1,402.57,2023-01-04
C2863,P360,Category_9,80.94,2023-02-11
C4765,P452,Category_7,186.44,2023-07-08
C4171,P461,Category_4,189.81,2023-03-26
C3254,P109,Category_6,79.95,2023-03-19
C4393,P004,Category_4,400.23,2023-11-18
C2306,P137,Category_3,355.08,2023-10-12
C3067,P262,Category_3,99.24,2023-07-18
C1310,P428,Category_5,186.53,2023-04-14
C4978,P132,Category_5,57.37,2023-06-21
C1604,P168,Category_8,315.96,2023-05-14
C3217,P062,Category_2,65.08,2023-11-30
C2338,P232,Category_7,493.04,2023-01-15
C3650,P309,Category_6,391.44,2023-11-30
C4193,P395,Category_4,198.17,2023-07-27
C1677,P095,Category_8,291.39,2023-02-27
C0342,P199,Category_4,456.11,2023-02-24
C1685,P103,Category_9,279.28,2023-10-19
C2447,P427,Category_6,91.38,2023-12-20
C1756,P454,Category_4,192.46,2023-10-31
C2486,P185,Category_6,422.36,2023-08-26
C0446,P332,Category_6,323.89,2023-11-17
C1883,P291,Category_3,327.11,2023-05-10
C1777,P262,Category_3,434.08,2023-01-13
C2539,P007,Category_2,447.52,2023-04-21
C1483,P441,Category_5,460.3,2023-06-20
C1691,P256,Category_7,51.95,2023-07-18
C2682,P235,Category_4,274.34,2023-07-20
C4931,P386,Category_3,371.55,2023-03-26
C4028,P246,Category_2,379.68,2023-10-15
C4889,P147,Category_10,305.32,2023-12-08
C2036,P040,Category_6,87.56,2023-11-12
C0879,P453,Category_10,399.72,2023-01-01
C0256,P318,Category_8,361.46,2023-01-26
C0092,P485,Category_7,47.64,2023-05-21
C0001,P156,Category_6,234.59,2023-08-16
C3125,P374,Category_9,91.12,2023-10-18
C1307,P050,Category_9,172.05,2023-01-28
C3016,P111,Category_3,13.95,2023-11-27
C1563,P498,Category_4,203.16,2023-08-05
C3055,P039,Category_2,277.19,2023-05-24
C3421,P335,Category_6,311.69,2023-01-12
C2437,P395,Category_4,333.43,2023-01-18
C0984,P155,Category_10,418.96,2023-03-14
C2153,P234,Category_2,111.65,2023-04-15
C0986,P471,Category_5,64.64,2023-11-22
C0249,P451,Category_2,426.51,2023-09-01
C1431,P008,Category_9,82.52,2023-02-27
C0706,P372,Category_3,487.51,2023-05-01
C3730,P446,Category_6,422.06,2023-10-24
C4567,P140,Category_5,252.93,2023-05-19
C0185,P360,Category_9,490.8,2023-10-16
C3930,P033,Category_3,53.2,2023-12-21
C1256,P111,Category_3,155.02,2023-02-03
C3257,P348,Category_5,320.92,2023-07-13
C0245,P020,Category_9,178.25,2023-09-12
C3543,P426,Category_7,464.54,2023-08-27
C3379,P090,Category_2,37.48,2023-01-07
C4725,P460,Category_9,276.96,2023-01-23
C0517,P492,Category_10,297.48,2023-05-24
C2307,P369,Category_6,328.1,2023-09-03
C1661,P411,Category_5,131.55,2023-05-17
C0200,P344,Category_9,185.46,2023-05-20
C1541,P121,Category_2,422.62,2023-12-20
C3670,P415,Category_1,101.5,2023-01-01
C0362,P448,Category_7,414.3,2023-10-16
C3567,P287,Category_3,283.51,2023-12-26
C4003,P406,Category_1,382.28,2023-04-29
C0388,P147,Category_10,358.24,2023-07-06
C0725,P307,Category_10,107.72,2023-07-08
C3738,P421,Category_5,286.56,2023-08-30
C4462,P084,Category_1,434.52,2023-07-11
C3042,P372,Category_3,218.9,2023-10-10
C4430,P075,Category_9,483.46,2023-06-14
C2841,P209,Category_4,228.85,2023-03-31
C4754,P206,Category_6,75.68,2023-07-10
C3830,P178,Category_10,197.77,2023-05-30
C1210,P417,Category_4,476.09,2023-12-11
C4052,P346,Category_2,163.26,2023-10-05
C3341,P185,Category_6,434.71,2023-08-10
C0709,P309,Category_6,441.22,2023-05-10
C1128,P171,Category_3,178.34,2023-07-03
C3823,P231,Category_1,46.21,2023-10-04
C1346,P456,Category_1,363.66,2023-01-22
C2814,P260,Category_7,159.2,2023-11-17
C1189,P307,Category_10,392.55,2023-06-24
C4426,P324,Category_10,224.11,2023-03-23
C4700,P072,Category_2,245.21,2023-04-16
C3247,P042,Category_10,390.07,2023-08-03
C0917,P257,Category_8,194.27,2023-10-06
C0344,P267,Category_8,224.35,2023-02-23
C4715,P003,Category_5,191.21,2023-05-11
C4510,P341,Category_10,186.83,2023-03-26
C1858,P351,Category_9,265.34,2023-12-30
C2744,P251,Category_9,405.36,2023-03-01
C2667,P375,Category_7,184.08,2023-07-11
C4493,P480,Category_7,264.51,2023-07-22
C4286,P337,Category_3,337.01,2023-07-21
C1795,P296,Category_7,138.37,2023-06-29
C3343,P353,Category_5,142.37,2023-02-24
C1850,P328,Category_4,467.04,2023-11-26
C3717,P080,Category_5,363.15,2023-12-22
C1543,P367,Category_1,290.71,2023-01-01
C4133,P410,Category_4,325.62,2023-02-25
C4057,P074,Category_3,19.5,2023-02-06
C2512,P124,Category_10,310.96,2023-07-27
C2482,P423,Category_4,257.21,2023-04-18
C4440,P327,Category_9,275.15,2023-02-19
C1565,P013,Category_1,182.91,2023-01-09
C0255,P152,Category_9,45.33,2023-03-03
C1697,P096,Category_7,100.7,2023-12-15
C0585,P035,Category_6,475.62,2023-05-10
C3708,P487,Category_1,207.31,2023-03-02
C3457,P484,Category_5,236.01,2023-07-03
C3302,P006,Category_3,31.09,2023-12-24
C4896,P154,Category_1,23.6,2023-06-25
C3177,P192,Category_2,360.0,2023-04-17
C2489,P220,Category_7,271.36,2023-11-14
C4831,P471,Category_5,256.81,2023-09-02
C4861,P022,Category_9,125.35,2023-12-14
C4026,P017,Category_9,373.65,2023-09-13
C2619,P180,Category_4,88.28,2023-01-16
C2096,P359,Category_5,99.02,2023-08-31
C3144,P386,Category_3,233.05,2023-10-03
C0803,P217,Category_8,146.71,2023-12-19
C4810,P318,Category_8,127.49,2023-06-29
C4017,P014,Category_2,324.39,2023-07-14
C0317,P493,Category_10,327.23,2023-09-07
C0712,P244,Category_8,413.14,2023-05-10
C4455,P048,Category_7,211.77,2023-02-12
C2011,P371,Category_5,41.18,2023-11-20
C0771,P233,Category_6,140.46,2023-07-14
C2764,P124,Category_10,490.1,2023-11-06
C3845,P018,Category_10,300.15,2023-06-15
C2538,P283,Category_10,356.32,2023-12-27
C3697,P111,Category_3,8.64,2023-11-11
C3364,P049,Category_2,261.51,2023-01-06
C1052,P304,Category_2,23.58,2023-12-12
C0232,P479,Category_7,286.77,2023-09-17
C3641,P036,Category_2,460.78,2023-09-15
C1485,P238,Category_9,484.37,2023-05-21
C4629,P199,Category_4,272.57,2023-10-02
C0400,P130,Category_2,231.81,2023-10-27
C0964,P358,Category_4,472.78,2023-09-22
C4024,P090,Category_2,338.44,2023-08-20
C2404,P438,Category_5,37.13,2023-03-25
C0327,P149,Category_3,235.53,2023-11-04
C2715,P219,Category_8,123.92,2023-02-26
C1269,P496,Category_8,237.55,2023-02-09
C1632,P247,Category_8,230.46,2023-09-06
C2041,P003,Category_5,293.16,2023-07-18
C1447,P396,Category_2,181.6,2023-07-12
C0360,P155,Category_10,86.31,2023-04-04
C1831,P175,Category_3,254.34,2023-12-16
C4781,P433,Category_7,415.95,2023-09-10
C1874,P366,Category_5,333.69,2023-08-16
C0952,P052,Category_10,172.49,2023-03-26
C1141,P068,Category_6,468.08,2023-11-06
C4611,P013,Category_1,456.54,2023-08-13
C4065,P188,Category_8,108.63,2023-12-24
C3523,P011,Category_7,24.51,2023-12-29
C4303,P460,Category_9,371.95,2023-12-22
C3018,P326,Category_2,414.67,2023-10-06
C0872,P215,Category_10,484.09,2023-08-31
C0275,P143,Category_9,445.47,2023-08-12
C4566,P360,Category_9,302.26,2023-08-05
C0549,P034,Category_4,267.38,2023-02-14
C2153,P450,Category_9,18.78,2023-12-07
C2930,P244,Category_8,127.09,2023-07-25
C4155,P471,Category_5,232.51,2023-05-05
C1127,P062,Category_2,316.11,2023-01-13
C1328,P045,Category_8,280.84,2023-10-20
C1531,P341,Category_10,372.6,2023-04-11
C3655,P338,Category_8,143.48,2023-10-07
C3059,P286,Category_9,284.65,2023-05-15
C3915,P035,Category_6,48.63,2023-12-03
C1520,P299,Category_4,209.76,2023-07-31
C0950,P287,Category_3,376.33,2023-01-21
C1903,P104,Category_5,348.23,2023-03-17
C2461,P069,Category_6,495.37,2023-12-26
C3201,P006,Category_3,142.56,2023-07-10
C0492,P262,Category_3,251.6,2023-01-07
C0924,P269,Category_7,168.12,2023-12-07
C2179,P300,Category_10,223.1,2023-09-29
C0073,P156,Category_6,429.19,2023-03-12
C2618,P472,Category_7,343.68,2023-05-05
C3936,P411,Category_5,441.81,2023-04-20
C1546,P340,Category_5,105.74,2023-09-01
C3919,P246,Category_2,437.31,2023-04-20
C0812,P089,Category_5,34.58,2023-07-18
C4531,P325,Category_2,444.86,2023-11-18
C4436,P440,Category_10,167.89,2023-02-06
C1197,P342,Category_9,160.72,2023-03-07
C4177,P075,Category_9,258.48,2023-02-04
C3914,P263,Category_7,470.64,2023-02-07
C4638,P085,Category_4,28.65,2023-05-07
C3388,P430,Category_5,179.35,2023-11-17
C2964,P481,Category_3,429.0,2023-04-26
C2151,P209,Category_4,201.05,2023-01-31
C3538,P022,Category_9,103.58,2023-06-14
C3233,P015,Category_4,215.27,2023-04-09
C3062,P201,Category_2,195.85,2023-08-19
C4968,P429,Category_2,458.13,2023-04-26
C1044,P246,Category_2,382.16,2023-11-11
C4175,P456,Category_1,255.03,2023-07-28
C1289,P124,Category_10,494.24,2023-11-03
C4271,P148,Category_4,235.31,2023-09-12
C0615,P222,Category_2,33.83,2023-11-04
C0254,P214,Category_3,134.83,2023-02-03
C4602,P044,Category_1,220.85,2023-12-27
C1193,P396,Category_2,82.67,2023-11-25
C0328,P190,Category_4,474.04,2023-05-23
C3222,P144,Category_2,384.59,2023-08-26
C2798,P156,Category_6,137.8,2023-10-02
C4959,P168,Category_8,297.45,2023-06-07
C3850,P262,Category_3,362.12,2023-09-07
C3163,P388,Category_3,470.93,2023-12-19
C4830,P356,Category_4,441.41,2023-10-14
C4958,P307,Category_10,260.02,2023-12-05
C4703,P071,Category_5,388.45,2023-08-29
C2762,P047,Category_2,283.26,2023-12-21
C4012,P500,Category_8,278.59,2023-06-25
C4365,P265,Category_7,61.8,2023-11-12
C0516,P129,Category_1,67.44,2023-11-19
C2198,P479,Category_7,267.12,2023-05-19
C2368,P305,Category_7,138.09,2023-09-20
C1867,P161,Category_5,15.41,2023-06-15
C1962,P290,Category_2,362.81,2023-04-08
C2856,P498,Category_4,21.08,2023-06-06
C1572,P423,Category_4,299.66,2023-06-21
C4241,P347,Category_3,271.9,2023-07-30
C2282,P136,Category_7,484.56,2023-11-03
C3473,P343,Category_1,244.69,2023-12-04
C1543,P394,Category_4,36.48,2023-11-10
C1141,P411,Category_5,278.09,2023-12-19
C2417,P098,Category_3,421.34,2023-12-18
C2962,P365,Category_7,498.44,2023-10-05
C4530,P165,Category_10,218.02,2023-04-15
C3791,P298,Category_10,163.55,2023-09-24
C1421,P061,Category_4,453.79,2023-05-30
C2024,P106,Category_7,99.66,2023-11-03
C2764,P094,Category_4,309.64,2023-11-28
C4072,P192,Category_2,205.83,2023-05-06
C3209,P248,Category_9,25.34,2023-05-19
C4655,P236,Category_4,176.91,2023-10-03
C2797,P075,Category_9,136.29,2023-05-11
C4965,P037,Category_2,344.62,2023-05-10
C1020,P495,Category_8,474.65,2023-07-12
C4512,P202,Category_1,137.68,2023-01-02
C0546,P097,Category_8,406.68,2023-05-11
C4056,P233,Category_6,32.4,2023-10-09
C4781,P421,Category_5,271.37,2023-05-22
C4188,P291,Category_3,39.92,2023-08-04
C1632,P137,Category_3,467.35,2023-01-27
C3504,P322,Category_8,384.34,2023-09-08
C4877,P056,Category_2,330.69,2023-09-01
C3582,P199,Category_4,412.83,2023-06-10
C0979,P072,Category_2,325.52,2023-04-03
C1007,P186,Category_8,484.63,2023-01-28
C0337,P434,Category_9,358.41,2023-02-05
C2273,P056,Category_2,462.71,2023-10-08
C4385,P138,Category_8,260.98,2023-03-07
C0786,P474,Category_7,62.95,2023-12-18
C3468,P105,Category_10,266.45,2023-01-21
C4642,P031,Category_6,67.8,2023-01-06
C0913,P173,Category_8,298.28,2023-11-16
C2271,P146,Category_9,243.83,2023-08-09
C1972,P119,Category_7,313.17,2023-04-23
C4946,P293,Category_10,9.97,2023-05-17
C4528,P182,Category_4,101.45,2023-05-02
C1243,P012,Category_1,248.21,2023-10-11
C4786,P163,Category_1,475.5,2023-04-23
C1408,P413,Category_2,194.89,2023-07-16
C1665,P278,Category_9,215.06,2023-11-12
C0143,P489,Category_5,358.77,2023-03-24
C0747,P293,Category_10,303.88,2023-11-11
C2210,P415,Category_1,152.97,2023-09-06
C1021,P049,Category_2,208.35,2023-05-07
C3330,P114,Category_2,112.76,2023-05-04
C3765,P313,Category_4,483.18,2023-03-26
C1422,P470,Category_9,69.66,2023-04-23
C2290,P055,Category_4,189.06,2023-01-02
C1957,P344,Category_9,17.79,2023-06-07
C3566,P297,Category_2,114.78,2023-11-04
C3168,P229,Category_1,391.33,2023-04-20
C1903,P052,Category_10,104.58,2023-02-11
C3347,P365,Category_7,44.63,2023-08-16
C3626,P077,Category_3,239.85,2023-07-16
C3115,P012,Category_1,9.93,2023-10-05
C2226,P106,Category_7,46.96,2023-12-11
C4027,P224,Category_7,404.77,2023-09-26
C2805,P165,Category_10,386.88,2023-01-11
C4089,P260,Category_7,457.99,2023-11-12
C3178,P430,Category_5,427.99,2023-08-15
C4969,P106,Category_7,343.17,2023-07-10
C1184,P361,Category_8,30.9,2023-02-09
C4924,P429,Category_2,392.51,2023-12-24
C3094,P087,Category_6,423.53,2023-07-26
C1697,P112,Category_9,400.55,2023-06-10
C2894,P208,Category_9,256.7,2023-05-21
C2038,P367,Category_1,120.29,2023-05-29
C1892,P195,Category_10,423.44,2023-11-04
C3848,P492,Category_10,364.95,2023-01-13
C4615,P125,Category_8,490.48,2023-11-27
C0530,P232,Category_7,82.07,2023-01-12
C3186,P293,Category_10,116.7,2023-06-26
C2946,P196,Category_9,109.84,2023-01-11
C4022,P224,Category_7,397.31,2023-08-17
C3475,P046,Category_9,97.52,2023-08-12
C2089,P179,Category_7,38.0,2023-04-28
C2205,P188,Category_8,499.29,2023-05-14
C3921,P081,Category_9,17.28,2023-03-28
C1796,P438,Category_5,418.45,2023-10-27
C4237,P307,Category_10,185.86,2023-09-29
C1604,P434,Category_9,421.6,2023-01-19
C3125,P187,Category_9,279.54,2023-01-25
C1873,P047,Category_2,451.31,2023-12-29
C1301,P048,Category_7,463.47,2023-11-12
C4529,P026,Category_10,9.5,2023-05-09
C0650,P269,Category_7,42.33,2023-05-11
C3712,P077,Category_3,128.93,2023-05-31
C1161,P440,Category_10,336.31,2023-08-12
C2282,P446,Category_6,444.69,2023-04-06
C1877,P210,Category_5,232.67,2023-06-09
C1366,P267,Category_8,305.45,2023-02-04
C1900,P447,Category_6,98.31,2023-02-17
C0428,P294,Category_2,403.46,2023-12-02
C1442,P148,Category_4,483.83,2023-10-08
C3853,P483,Category_10,137.96,2023-08-05
C1376,P121,Category_2,249.94,2023-01-09
C1601,P309,Category_6,47.63,2023-12-31
C0632,P035,Category_6,281.77,2023-02-21
C2205,P419,Category_8,253.88,2023-04-02
C4375,P064,Category_5,76.5,2023-08-25
C4534,P390,Category_5,223.82,2023-07-08
C1466,P079,Category_7,170.38,2023-10-01
C1531,P126,Category_9,263.31,2023-01-05
C2667,P438,Category_5,294.9,2023-03-29
C2231,P263,Category_7,9.21,2023-01-11
C4104,P259,Category_4,381.7,2023-01-30
C3227,P070,Category_4,357.94,2023-03-27
C0397,P241,Category_7,186.31,2023-03-21
C1084,P124,Category_10,31.2,2023-11-08
C3009,P294,Category_2,378.69,2023-05-23
C3789,P126,Category_9,477.81,2023-08-21
C1435,P364,Category_2,123.88,2023-02-26
C2034,P083,Category_6,165.14,2023-11-24
C4965,P387,Category_7,95.99,2023-01-22
C0550,P194,Category_1,290.58,2023-03-11
C0005,P148,Category_4,81.65,2023-08-24
C4333,P410,Category_4,181.32,2023-09-08
C3236,P282,Category_1,350.02,2023-10-05
C3309,P456,Category_1,282.26,2023-09-26
C3823,P493,Category_10,196.3,2023-11-28
C4258,P182,Category_4,213.02,2023-11-07
C4731,P368,Category_1,283.24,2023-07-27
C2060,P269,Category_7,7.9,2023-07-28
C1368,P258,Category_8,43.86,2023-09-13
C1035,P413,Category_2,441.22,2023-01-19
C1695,P038,Category_7,43.55,2023-11-04
C3011,P432,Category_9,354.87,2023-06-02
C0947,P310,Category_5,460.42,2023-07-31
C3135,P193,Category_6,138.99,2023-06-03
C3061,P013,Category_1,188.39,2023-06-11
C3992,P102,Category_9,286.62,2023-01-09
C1766,P223,Category_2,441.45,2023-11-23
C1206,P231,Category_1,471.24,2023-10-30
C1146,P333,Category_2,371.08,2023-06-04
C3247,P126,Category_9,47.88,2023-03-14
C0135,P462,Category_6,336.23,2023-04-27
C3597,P130,Category_2,208.1,2023-09-07
C3271,P239,Category_8,238.0,2023-12-31
C3811,P191,Category_4,29.33,2023-04-15
C3796,P067,Category_3,99.58,2023-08-01
C0421,P126,Category_9,396.3,2023-03-16
C0830,P152,Category_9,229.71,2023-07-11
C0436,P180,Category_4,154.32,2023-08-27
C3167,P455,Category_5,195.09,2023-12-01
C3551,P040,Category_6,427.93,2023-11-03
C2409,P182,Category_4,375.75,2023-09-20
C4519,P245,Category_4,139.8,2023-01-21
C3928,P035,Category_6,63.16,2023-06-30
C2716,P100,Category_3,129.74,2023-06-08
C4152,P085,Category_4,460.77,2023-01-06
C0830,P075,Category_9,292.89,2023-12-31
C4601,P139,Category_1,269.07,2023-01-31
C0203,P261,Category_1,300.21,2023-04-22
C4269,P191,Category_4,186.18,2023-01-13
C3673,P207,Category_2,404.52,2023-06-21
C3771,P178,Category_10,264.03,2023-11-15
C2676,P146,Category_9,62.79,2023-07-08
C0418,P411,Category_5,68.89,2023-09-22
C4798,P064,Category_5,270.75,2023-08-13
C3994,P222,Category_2,468.6,2023-09-21
C0297,P342,Category_9,157.63,2023-10-08
C4640,P260,Category_7,435.42,2023-02-04
C1257,P478,Category_4,383.23,2023-07-13
C2705,P339,Category_9,127.67,2023-08-14
C2189,P074,Category_3,22.99,2023-03-14
C1609,P048,Category_7,55.41,2023-11-12
C3145,P142,Category_3,365.6,2023-07-21
C1805,P022,Category_9,103.84,2023-01-23
C2482,P007,Category_2,188.78,2023-03-10
C1594,P215,Category_10,253.34,2023-10-19
C1587,P214,Category_3,364.11,2023-03-19
C3498,P281,Category_1,61.05,2023-10-18
C2091,P470,Category_9,206.15,2023-04-18
C0005,P034,Category_4,245.11,2023-03-25
C0307,P136,Category_7,272.71,2023-09-05
C0542,P113,Category_8,410.09,2023-08-28
C1357,P474,Category_7,89.98,2023-12-11
C4043,P059,Category_5,404.88,2023-02-10
C3766,P416,Category_8,347.97,2023-06-25
C3049,P436,Category_1,280.16,2023-08-29
C2115,P296,Category_7,351.27,2023-10-13
C4489,P456,Category_1,208.95,2023-06-19
C2675,P270,Category_9,73.51,2023-03-21
C4832,P267,Category_8,334.55,2023-12-16
C2286,P413,Category_2,264.71,2023-11-01
C2010,P116,Category_2,321.49,2023-01-12
C3555,P248,Category_9,172.31,2023-05-20
C2689,P482,Category_10,453.9,2023-09-18
C2463,P256,Category_7,295.75,2023-07-27
C0421,P488,Category_5,47.27,2023-10-30
C2461,P411,Category_5,227.65,2023-05-12
C0873,P422,Category_4,379.4,2023-03-17
C4547,P115,Category_1,398.1,2023-04-23
C2038,P238,Category_9,249.83,2023-03-20
C0808,P358,Category_4,447.9,2023-10-05
C4144,P186,Category_8,137.5,2023-07-31
C3276,P215,Category_10,208.25,2023-10-18
C2714,P154,Category_1,449.81,2023-02-11
C1987,P084,Category_1,448.65,2023-11-16
C3942,P486,Category_9,344.43,2023-12-06
C0544,P397,Category_6,430.2,2023-06-10
C0467,P224,Category_7,48.94,2023-07-27
C3541,P079,Category_7,433.17,2023-08-01
C3877,P016,Category_4,163.71,2023-06-20
C3035,P061,Category_4,93.27,2023-06-07
C1931,P250,Category_1,123.49,2023-09-09
C3247,P302,Category_1,211.89,2023-04-20
C3321,P221,Category_4,129.34,2023-05-01
C2347,P125,Category_8,163.68,2023-11-09
C1351,P173,Category_8,71.81,2023-03-23
C4899,P168,Category_8,151.61,2023-10-31
C3088,P437,Category_2,288.28,2023-02-12
C0825,P043,Category_5,223.72,2023-02-12
C0070,P077,Category_3,176.63,2023-10-04
C3511,P253,Category_2,374.49,2023-02-17
C1245,P027,Category_5,447.29,2023-01-02
C3861,P091,Category_4,379.61,2023-01-17
C1094,P150,Category_6,169.34,2023-07-07
C2927,P342,Category_9,373.5,2023-10-20
C0717,P021,Category_4,80.23,2023-03-26
C2538,P170,Category_9,69.51,2023-02-21
C0320,P299,Category_4,176.09,2023-02-12
C0324,P315,Category_7,404.81,2023-01-01
C1575,P405,Category_7,126.94,2023-03-29
C3202,P422,Category_4,36.31,2023-09-09
C0881,P137,Category_3,70.2,2023-10-31
C2388,P316,Category_3,430.08,2023-09-27
C0588,P426,Category_7,318.72,2023-11-10
C2331,P071,Category_5,130.33,2023-02-03
C3788,P311,Category_4,279.87,2023-05-14
C1290,P330,Category_5,266.15,2023-12-25
C4218,P050,Category_9,329.44,2023-09-12
C4969,P115,Category_1,120.43,2023-12-19
C2325,P017,Category_9,432.88,2023-07-21
C2775,P341,Category_10,158.14,2023-03-25
C3873,P415,Category_1,348.6,2023-08-20
C2939,P488,Category_5,12.98,2023-09-18
C2511,P151,Category_3,189.47,2023-12-01
C3286,P215,Category_10,179.1,2023-05-01
C2534,P342,Category_9,274.02,2023-06-17
C1725,P124,Category_10,41.0,2023-08-25
C1219,P361,Category_8,396.12,2023-03-21
C0302,P041,Category_6,112.8,2023-01-31
C4815,P449,Category_10,340.13,2023-03-02
C1210,P056,Category_2,402.59,2023-08-18
C1034,P077,Category_3,283.13,2023-02-07
C2315,P395,Category_4,371.74,2023-06-20
C2622,P297,Category_2,332.62,2023-05-03
C3946,P223,Category_2,180.99,2023-07-29
C1005,P477,Category_3,405.38,2023-11-26
C4523,P374,Category_9,150.88,2023-10-28
C2479,P480,Category_7,287.75,2023-12-30
C1719,P459,Category_9,373.97,2023-08-31
C0278,P187,Category_9,192.58,2023-03-22
C3202,P099,Category_5,154.87,2023-06-26
C0542,P026,Category_10,232.38,2023-01-17
C2066,P200,Category_1,409.89,2023-04-06
C4077,P238,Category_9,465.31,2023-12-04
C3257,P402,Category_4,274.82,2023-12-30
C2651,P231,Category_1,332.43,2023-03-10
C2679,P382,Category_1,452.12,2023-12-29
C3460,P338,Category_8,53.78,2023-06-11
C4642,P445,Category_7,119.88,2023-12-25
C1508,P004,Category_4,355.91,2023-03-26
C2053,P213,Category_9,412.75,2023-02-17
C3989,P449,Category_10,429.23,2023-06-21
C1214,P022,Category_9,210.48,2023-03-13
C1967,P263,Category_7,49.22,2023-11-06
C4058,P491,Category_7,221.7,2023-05-23
C1657,P370,Category_3,119.21,2023-04-03
C3424,P020,Category_9,149.14,2023-01-05
C2956,P365,Category_7,387.27,2023-06-25
C3056,P173,Category_8,42.39,2023-01-02
C0857,P248,Category_9,414.65,2023-09-14
C1653,P109,Category_6,216.7,2023-03-17
C2724,P349,Category_2,300.05,2023-12-04
C4137,P141,Category_9,49.38,2023-09-29
C3201,P456,Category_1,171.99,2023-09-28
C4838,P314,Category_5,49.4,2023-11-10
C1612,P223,Category_2,480.96,2023-01-21
C3727,P494,Category_6,404.59,2023-10-30
C4483,P149,Category_3,232.52,2023-10-03
C3740,P023,Category_7,115.68,2023-05-26
C2725,P010,Category_10,467.06,2023-07-28
C4828,P322,Category_8,175.58,2023-02-02
C3888,P425,Category_4,84.69,2023-08-02
C3798,P469,Category_5,283.77,2023-11-08
C4685,P119,Category_7,472.17,2023-06-11
C4841,P115,Category_1,6.9,2023-08-19
C2169,P154,Category_1,122.87,2023-11-30
C0318,P419,Category_8,469.53,2023-04-28
C4748,P131,Category_9,89.69,2023-07-22
C2174,P003,Category_5,61.06,2023-09-29
C1878,P021,Category_4,287.24,2023-04-24
C3681,P123,Category_7,431.61,2023-07-23
C0019,P221,Category_4,241.17,2023-01-25
C0624,P411,Category_5,497.31,2023-05-21
C4385,P417,Category_4,341.19,2023-10-07
C3415,P009,Category_2,41.67,2023-09-14
C2509,P394,Category_4,496.45,2023-11-04
C0420,P255,Category_3,206.91,2023-10-25
C1749,P274,Category_5,147.26,2023-12-05
C4525,P148,Category_4,281.15,2023-03-01
C1924,P474,Category_7,155.63,2023-07-19
C4594,P372,Category_3,47.8,2023-06-18
C1452,P280,Category_6,5.71,2023-12-02
C1641,P008,Category_9,227.54,2023-12-17
C3519,P041,Category_6,419.25,2023-06-18
C2012,P485,Category_7,288.3,2023-09-03
C0170,P051,Category_5,499.61,2023-03-08
C2116,P087,Category_6,146.99,2023-12-03
C2395,P344,Category_9,143.83,2023-05-12
C3405,P083,Category_6,84.08,2023-08-07
C1672,P374,Category_9,86.21,2023-03-25
C2961,P050,Category_9,146.17,2023-05-28
C2536,P278,Category_9,397.46,2023-12-21
C4495,P328,Category_4,453.35,2023-02-05
C0625,P080,Category_5,487.67,2023-03-04
C0028,P489,Category_5,119.98,2023-05-03
C0541,P399,Category_7,441.24,2023-05-19
C1467,P059,Category_5,167.49,2023-08-20
C2766,P063,Category_7,60.86,2023-09-14
C4380,P239,Category_8,435.66,2023-09-19
C1001,P247,Category_8,319.87,2023-12-09
C2280,P403,Category_3,86.54,2023-02-12
C2919,P404,Category_3,217.77,2023-02-17
C2894,P091,Category_4,147.19,2023-07-18
C1551,P280,Category_6,369.71,2023-05-09
C0150,P467,Category_6,229.44,2023-11-14
C0708,P033,Category_3,494.69,2023-03-25
C1195,P176,Category_5,32.1,2023-03-24
C4277,P418,Category_4,180.73,2023-12-20
C4382,P100,Category_3,243.54,2023-09-03
C2879,P016,Category_4,254.05,2023-06-24
C3189,P406,Category_1,161.39,2023-08-10
C0849,P414,Category_7,365.97,2023-09-20
C3297,P109,Category_6,438.0,2023-03-27
C1558,P318,Category_8,469.67,2023-11-23
C3961,P397,Category_6,403.52,2023-10-28
C0549,P500,Category_8,426.04,2023-04-27
C4050,P286,Category_9,277.52,2023-08-23
C3173,P165,Category_10,413.81,2023-11-25
C3022,P102,Category_9,155.23,2023-01-22
C0299,P232,Category_7,202.25,2023-04-07
C0031,P293,Category_10,161.87,2023-07-01
C0141,P341,Category_10,236.36,2023-07-10
C2775,P213,Category_9,146.36,2023-01-04
C2582,P442,Category_1,481.0,2023-08-26
C0699,P069,Category_6,159.86,2023-02-19
C4872,P267,Category_8,53.53,2023-10-15
C0955,P304,Category_2,265.77,2023-03-11
C3879,P254,Category_4,33.26,2023-10-11
C4519,P372,Category_3,59.72,2023-06-24
C0982,P320,Category_2,113.6,2023-01-17
C2598,P126,Category_9,234.85,2023-06-09
C4400,P421,Category_5,219.46,2023-08-06
C2404,P020,Category_9,400.85,2023-02-24
C0450,P481,Category_3,371.04,2023-06-03
C1122,P357,Category_6,216.03,2023-05-13
C3110,P079,Category_7,170.18,2023-05-24
C2785,P436,Category_1,161.65,2023-07-30
